,id,timestamp,from_loc,to_loc,request_type
1378,r_loc_18_loc_18_comfort1667869543.024518,2022-11-07 17:05:43.024518,loc_18,loc_18,comfort
1379,r_loc_4_loc_16_green1667869544.024518,2022-11-07 17:05:44.024518,loc_4,loc_16,green
1380,r_loc_4_loc_1_x1667869545.024518,2022-11-07 17:05:45.024518,loc_4,loc_1,x
1381,r_loc_6_loc_18_green1667869546.024518,2022-11-07 17:05:46.024518,loc_6,loc_18,green
1382,r_loc_6_loc_16_green1667869547.024518,2022-11-07 17:05:47.024518,loc_6,loc_16,green
1383,r_loc_6_loc_13_green1667869548.024518,2022-11-07 17:05:48.024518,loc_6,loc_13,green
1384,r_loc_2_loc_6_xl1667869549.024518,2022-11-07 17:05:49.024518,loc_2,loc_6,xl
1385,r_loc_15_loc_0_comfort1667869550.024518,2022-11-07 17:05:50.024518,loc_15,loc_0,comfort
1386,r_loc_15_loc_15_green1667869551.024518,2022-11-07 17:05:51.024518,loc_15,loc_15,green
1387,r_loc_9_loc_19_green1667869552.024518,2022-11-07 17:05:52.024518,loc_9,loc_19,green
1388,r_loc_10_loc_11_green1667869553.024518,2022-11-07 17:05:53.024518,loc_10,loc_11,green
1389,r_loc_16_loc_19_xl1667869554.024518,2022-11-07 17:05:54.024518,loc_16,loc_19,xl
1390,r_loc_14_loc_7_x1667869555.024518,2022-11-07 17:05:55.024518,loc_14,loc_7,x
1391,r_loc_17_loc_1_x1667869556.024518,2022-11-07 17:05:56.024518,loc_17,loc_1,x
1392,r_loc_5_loc_11_comfort1667869557.024518,2022-11-07 17:05:57.024518,loc_5,loc_11,comfort
1393,r_loc_7_loc_9_x1667869558.024518,2022-11-07 17:05:58.024518,loc_7,loc_9,x
1394,r_loc_11_loc_19_x1667869559.024518,2022-11-07 17:05:59.024518,loc_11,loc_19,x
1395,r_loc_13_loc_7_green1667869560.024518,2022-11-07 17:06:00.024518,loc_13,loc_7,green
1396,r_loc_19_loc_12_comfort1667869561.024518,2022-11-07 17:06:01.024518,loc_19,loc_12,comfort
1397,r_loc_7_loc_16_xl1667869562.024518,2022-11-07 17:06:02.024518,loc_7,loc_16,xl
1398,r_loc_5_loc_9_xl1667869563.024518,2022-11-07 17:06:03.024518,loc_5,loc_9,xl
1399,r_loc_18_loc_0_xl1667869564.024518,2022-11-07 17:06:04.024518,loc_18,loc_0,xl
1400,r_loc_7_loc_12_green1667869565.024518,2022-11-07 17:06:05.024518,loc_7,loc_12,green
1401,r_loc_0_loc_12_comfort1667869566.024518,2022-11-07 17:06:06.024518,loc_0,loc_12,comfort
1402,r_loc_5_loc_8_xl1667869567.024518,2022-11-07 17:06:07.024518,loc_5,loc_8,xl
1403,r_loc_16_loc_9_comfort1667869568.024518,2022-11-07 17:06:08.024518,loc_16,loc_9,comfort
1404,r_loc_6_loc_17_x1667869569.024518,2022-11-07 17:06:09.024518,loc_6,loc_17,x
1405,r_loc_18_loc_4_comfort1667869570.024518,2022-11-07 17:06:10.024518,loc_18,loc_4,comfort
1406,r_loc_6_loc_19_green1667869571.024518,2022-11-07 17:06:11.024518,loc_6,loc_19,green
1407,r_loc_19_loc_4_green1667869572.024518,2022-11-07 17:06:12.024518,loc_19,loc_4,green
1408,r_loc_0_loc_18_xl1667869573.024518,2022-11-07 17:06:13.024518,loc_0,loc_18,xl
1409,r_loc_6_loc_14_xl1667869574.024518,2022-11-07 17:06:14.024518,loc_6,loc_14,xl
1410,r_loc_18_loc_14_green1667869575.024518,2022-11-07 17:06:15.024518,loc_18,loc_14,green
1411,r_loc_15_loc_3_comfort1667869576.024518,2022-11-07 17:06:16.024518,loc_15,loc_3,comfort
1412,r_loc_13_loc_3_x1667869577.024518,2022-11-07 17:06:17.024518,loc_13,loc_3,x
1413,r_loc_1_loc_7_comfort1667869578.024518,2022-11-07 17:06:18.024518,loc_1,loc_7,comfort
1414,r_loc_3_loc_8_x1667869579.024518,2022-11-07 17:06:19.024518,loc_3,loc_8,x
1415,r_loc_9_loc_7_green1667869580.024518,2022-11-07 17:06:20.024518,loc_9,loc_7,green
1416,r_loc_12_loc_19_comfort1667869581.024518,2022-11-07 17:06:21.024518,loc_12,loc_19,comfort
1417,r_loc_16_loc_5_comfort1667869582.024518,2022-11-07 17:06:22.024518,loc_16,loc_5,comfort
1418,r_loc_5_loc_13_x1667869583.024518,2022-11-07 17:06:23.024518,loc_5,loc_13,x
1419,r_loc_14_loc_0_comfort1667869584.024518,2022-11-07 17:06:24.024518,loc_14,loc_0,comfort
1420,r_loc_3_loc_14_x1667869585.024518,2022-11-07 17:06:25.024518,loc_3,loc_14,x
1421,r_loc_1_loc_18_green1667869586.024518,2022-11-07 17:06:26.024518,loc_1,loc_18,green
1422,r_loc_18_loc_18_comfort1667869587.024518,2022-11-07 17:06:27.024518,loc_18,loc_18,comfort
1423,r_loc_2_loc_7_green1667869588.024518,2022-11-07 17:06:28.024518,loc_2,loc_7,green
1424,r_loc_17_loc_4_comfort1667869589.024518,2022-11-07 17:06:29.024518,loc_17,loc_4,comfort
1425,r_loc_12_loc_9_comfort1667869590.024518,2022-11-07 17:06:30.024518,loc_12,loc_9,comfort
1426,r_loc_1_loc_9_x1667869591.024518,2022-11-07 17:06:31.024518,loc_1,loc_9,x
1427,r_loc_2_loc_0_x1667869592.024518,2022-11-07 17:06:32.024518,loc_2,loc_0,x
1428,r_loc_6_loc_5_green1667869593.024518,2022-11-07 17:06:33.024518,loc_6,loc_5,green
1429,r_loc_9_loc_15_comfort1667869594.024518,2022-11-07 17:06:34.024518,loc_9,loc_15,comfort
1430,r_loc_19_loc_8_xl1667869595.024518,2022-11-07 17:06:35.024518,loc_19,loc_8,xl
1431,r_loc_16_loc_0_comfort1667869596.024518,2022-11-07 17:06:36.024518,loc_16,loc_0,comfort
1432,r_loc_8_loc_13_xl1667869597.024518,2022-11-07 17:06:37.024518,loc_8,loc_13,xl
1433,r_loc_17_loc_12_green1667869598.024518,2022-11-07 17:06:38.024518,loc_17,loc_12,green
1434,r_loc_18_loc_6_x1667869599.024518,2022-11-07 17:06:39.024518,loc_18,loc_6,x
1435,r_loc_7_loc_7_x1667869600.024518,2022-11-07 17:06:40.024518,loc_7,loc_7,x
1436,r_loc_5_loc_8_green1667869601.024518,2022-11-07 17:06:41.024518,loc_5,loc_8,green
1437,r_loc_13_loc_19_comfort1667869602.024518,2022-11-07 17:06:42.024518,loc_13,loc_19,comfort
1438,r_loc_17_loc_9_green1667869603.024518,2022-11-07 17:06:43.024518,loc_17,loc_9,green
1439,r_loc_17_loc_17_green1667869604.024518,2022-11-07 17:06:44.024518,loc_17,loc_17,green
1440,r_loc_4_loc_5_x1667869605.024518,2022-11-07 17:06:45.024518,loc_4,loc_5,x
1441,r_loc_18_loc_10_xl1667869606.024518,2022-11-07 17:06:46.024518,loc_18,loc_10,xl
1442,r_loc_16_loc_9_green1667869607.024518,2022-11-07 17:06:47.024518,loc_16,loc_9,green
1443,r_loc_18_loc_9_comfort1667869608.024518,2022-11-07 17:06:48.024518,loc_18,loc_9,comfort
1444,r_loc_3_loc_13_x1667869609.024518,2022-11-07 17:06:49.024518,loc_3,loc_13,x
1445,r_loc_0_loc_9_comfort1667869610.024518,2022-11-07 17:06:50.024518,loc_0,loc_9,comfort
1446,r_loc_0_loc_10_comfort1667869611.024518,2022-11-07 17:06:51.024518,loc_0,loc_10,comfort
1447,r_loc_19_loc_0_green1667869612.024518,2022-11-07 17:06:52.024518,loc_19,loc_0,green
1448,r_loc_18_loc_14_green1667869613.024518,2022-11-07 17:06:53.024518,loc_18,loc_14,green
1449,r_loc_6_loc_3_xl1667869614.024518,2022-11-07 17:06:54.024518,loc_6,loc_3,xl
1450,r_loc_4_loc_6_xl1667869615.024518,2022-11-07 17:06:55.024518,loc_4,loc_6,xl
1451,r_loc_6_loc_19_comfort1667869616.024518,2022-11-07 17:06:56.024518,loc_6,loc_19,comfort
1452,r_loc_10_loc_14_xl1667869617.024518,2022-11-07 17:06:57.024518,loc_10,loc_14,xl
1453,r_loc_8_loc_19_comfort1667869618.024518,2022-11-07 17:06:58.024518,loc_8,loc_19,comfort
1454,r_loc_3_loc_13_green1667869619.024518,2022-11-07 17:06:59.024518,loc_3,loc_13,green
1455,r_loc_13_loc_2_comfort1667869620.024518,2022-11-07 17:07:00.024518,loc_13,loc_2,comfort
1456,r_loc_9_loc_5_comfort1667869621.024518,2022-11-07 17:07:01.024518,loc_9,loc_5,comfort
1457,r_loc_8_loc_9_comfort1667869622.024518,2022-11-07 17:07:02.024518,loc_8,loc_9,comfort
1458,r_loc_3_loc_0_xl1667869623.024518,2022-11-07 17:07:03.024518,loc_3,loc_0,xl
1459,r_loc_10_loc_8_green1667869624.024518,2022-11-07 17:07:04.024518,loc_10,loc_8,green
1460,r_loc_7_loc_2_x1667869625.024518,2022-11-07 17:07:05.024518,loc_7,loc_2,x
1461,r_loc_10_loc_11_green1667869626.024518,2022-11-07 17:07:06.024518,loc_10,loc_11,green
1462,r_loc_1_loc_6_green1667869627.024518,2022-11-07 17:07:07.024518,loc_1,loc_6,green
1463,r_loc_0_loc_12_comfort1667869628.024518,2022-11-07 17:07:08.024518,loc_0,loc_12,comfort
1464,r_loc_13_loc_0_green1667869629.024518,2022-11-07 17:07:09.024518,loc_13,loc_0,green
1465,r_loc_13_loc_10_x1667869630.024518,2022-11-07 17:07:10.024518,loc_13,loc_10,x
1466,r_loc_10_loc_15_x1667869631.024518,2022-11-07 17:07:11.024518,loc_10,loc_15,x
1467,r_loc_17_loc_13_x1667869632.024518,2022-11-07 17:07:12.024518,loc_17,loc_13,x
1468,r_loc_5_loc_8_xl1667869633.024518,2022-11-07 17:07:13.024518,loc_5,loc_8,xl
1469,r_loc_14_loc_0_green1667869634.024518,2022-11-07 17:07:14.024518,loc_14,loc_0,green
1470,r_loc_12_loc_14_x1667869635.024518,2022-11-07 17:07:15.024518,loc_12,loc_14,x
1471,r_loc_0_loc_1_comfort1667869636.024518,2022-11-07 17:07:16.024518,loc_0,loc_1,comfort
1472,r_loc_12_loc_18_comfort1667869637.024518,2022-11-07 17:07:17.024518,loc_12,loc_18,comfort
1473,r_loc_0_loc_3_xl1667869638.024518,2022-11-07 17:07:18.024518,loc_0,loc_3,xl
1474,r_loc_2_loc_18_x1667869639.024518,2022-11-07 17:07:19.024518,loc_2,loc_18,x
1475,r_loc_1_loc_16_green1667869640.024518,2022-11-07 17:07:20.024518,loc_1,loc_16,green
1476,r_loc_14_loc_14_xl1667869641.024518,2022-11-07 17:07:21.024518,loc_14,loc_14,xl
1477,r_loc_0_loc_7_xl1667869642.024518,2022-11-07 17:07:22.024518,loc_0,loc_7,xl
1478,r_loc_14_loc_6_comfort1667869643.024518,2022-11-07 17:07:23.024518,loc_14,loc_6,comfort
1479,r_loc_9_loc_16_comfort1667869644.024518,2022-11-07 17:07:24.024518,loc_9,loc_16,comfort
1480,r_loc_18_loc_8_comfort1667869645.024518,2022-11-07 17:07:25.024518,loc_18,loc_8,comfort
1481,r_loc_17_loc_14_xl1667869646.024518,2022-11-07 17:07:26.024518,loc_17,loc_14,xl
1482,r_loc_19_loc_19_x1667869647.024518,2022-11-07 17:07:27.024518,loc_19,loc_19,x
1483,r_loc_19_loc_4_xl1667869648.024518,2022-11-07 17:07:28.024518,loc_19,loc_4,xl
1484,r_loc_19_loc_14_comfort1667869649.024518,2022-11-07 17:07:29.024518,loc_19,loc_14,comfort
1485,r_loc_6_loc_7_x1667869650.024518,2022-11-07 17:07:30.024518,loc_6,loc_7,x
1486,r_loc_18_loc_11_xl1667869651.024518,2022-11-07 17:07:31.024518,loc_18,loc_11,xl
1487,r_loc_1_loc_12_comfort1667869652.024518,2022-11-07 17:07:32.024518,loc_1,loc_12,comfort
1488,r_loc_9_loc_6_comfort1667869653.024518,2022-11-07 17:07:33.024518,loc_9,loc_6,comfort
1489,r_loc_4_loc_14_comfort1667869654.024518,2022-11-07 17:07:34.024518,loc_4,loc_14,comfort
1490,r_loc_0_loc_8_green1667869655.024518,2022-11-07 17:07:35.024518,loc_0,loc_8,green
1491,r_loc_7_loc_11_xl1667869656.024518,2022-11-07 17:07:36.024518,loc_7,loc_11,xl
1492,r_loc_14_loc_4_x1667869657.024518,2022-11-07 17:07:37.024518,loc_14,loc_4,x
1493,r_loc_18_loc_16_comfort1667869658.024518,2022-11-07 17:07:38.024518,loc_18,loc_16,comfort
1494,r_loc_16_loc_16_comfort1667869659.024518,2022-11-07 17:07:39.024518,loc_16,loc_16,comfort
1495,r_loc_15_loc_13_comfort1667869660.024518,2022-11-07 17:07:40.024518,loc_15,loc_13,comfort
1496,r_loc_10_loc_0_xl1667869661.024518,2022-11-07 17:07:41.024518,loc_10,loc_0,xl
1497,r_loc_2_loc_5_xl1667869662.024518,2022-11-07 17:07:42.024518,loc_2,loc_5,xl
1498,r_loc_6_loc_12_xl1667869663.024518,2022-11-07 17:07:43.024518,loc_6,loc_12,xl
1499,r_loc_5_loc_2_x1667869664.024518,2022-11-07 17:07:44.024518,loc_5,loc_2,x
1500,r_loc_19_loc_19_green1667869665.024518,2022-11-07 17:07:45.024518,loc_19,loc_19,green
1501,r_loc_4_loc_14_xl1667869666.024518,2022-11-07 17:07:46.024518,loc_4,loc_14,xl
1502,r_loc_17_loc_1_green1667869667.024518,2022-11-07 17:07:47.024518,loc_17,loc_1,green
1503,r_loc_14_loc_0_xl1667869668.024518,2022-11-07 17:07:48.024518,loc_14,loc_0,xl
1504,r_loc_2_loc_9_x1667869669.024518,2022-11-07 17:07:49.024518,loc_2,loc_9,x
1505,r_loc_4_loc_12_comfort1667869670.024518,2022-11-07 17:07:50.024518,loc_4,loc_12,comfort
1506,r_loc_1_loc_19_comfort1667869671.024518,2022-11-07 17:07:51.024518,loc_1,loc_19,comfort
1507,r_loc_1_loc_12_xl1667869672.024518,2022-11-07 17:07:52.024518,loc_1,loc_12,xl
1508,r_loc_1_loc_4_comfort1667869673.024518,2022-11-07 17:07:53.024518,loc_1,loc_4,comfort
1509,r_loc_5_loc_8_comfort1667869674.024518,2022-11-07 17:07:54.024518,loc_5,loc_8,comfort
1510,r_loc_4_loc_5_x1667869675.024518,2022-11-07 17:07:55.024518,loc_4,loc_5,x
1511,r_loc_3_loc_13_green1667869676.024518,2022-11-07 17:07:56.024518,loc_3,loc_13,green
1512,r_loc_12_loc_6_x1667869677.024518,2022-11-07 17:07:57.024518,loc_12,loc_6,x
1513,r_loc_11_loc_4_green1667869678.024518,2022-11-07 17:07:58.024518,loc_11,loc_4,green
1514,r_loc_14_loc_12_comfort1667869679.024518,2022-11-07 17:07:59.024518,loc_14,loc_12,comfort
1515,r_loc_16_loc_15_comfort1667869680.024518,2022-11-07 17:08:00.024518,loc_16,loc_15,comfort
1516,r_loc_10_loc_8_xl1667869681.024518,2022-11-07 17:08:01.024518,loc_10,loc_8,xl
1517,r_loc_7_loc_19_xl1667869682.024518,2022-11-07 17:08:02.024518,loc_7,loc_19,xl
1518,r_loc_11_loc_1_xl1667869683.024518,2022-11-07 17:08:03.024518,loc_11,loc_1,xl
1519,r_loc_13_loc_16_x1667869684.024518,2022-11-07 17:08:04.024518,loc_13,loc_16,x
1520,r_loc_8_loc_17_comfort1667869685.024518,2022-11-07 17:08:05.024518,loc_8,loc_17,comfort
1521,r_loc_5_loc_0_comfort1667869686.024518,2022-11-07 17:08:06.024518,loc_5,loc_0,comfort
1522,r_loc_3_loc_14_green1667869687.024518,2022-11-07 17:08:07.024518,loc_3,loc_14,green
1523,r_loc_0_loc_14_xl1667869688.024518,2022-11-07 17:08:08.024518,loc_0,loc_14,xl
1524,r_loc_11_loc_6_x1667869689.024518,2022-11-07 17:08:09.024518,loc_11,loc_6,x
1525,r_loc_10_loc_5_xl1667869690.024518,2022-11-07 17:08:10.024518,loc_10,loc_5,xl
1526,r_loc_17_loc_16_xl1667869691.024518,2022-11-07 17:08:11.024518,loc_17,loc_16,xl
1527,r_loc_7_loc_18_xl1667869692.024518,2022-11-07 17:08:12.024518,loc_7,loc_18,xl
1528,r_loc_10_loc_12_xl1667869693.024518,2022-11-07 17:08:13.024518,loc_10,loc_12,xl
1529,r_loc_16_loc_14_x1667869694.024518,2022-11-07 17:08:14.024518,loc_16,loc_14,x
1530,r_loc_14_loc_3_x1667869695.024518,2022-11-07 17:08:15.024518,loc_14,loc_3,x
1531,r_loc_3_loc_6_comfort1667869696.024518,2022-11-07 17:08:16.024518,loc_3,loc_6,comfort
1532,r_loc_4_loc_4_comfort1667869697.024518,2022-11-07 17:08:17.024518,loc_4,loc_4,comfort
1533,r_loc_8_loc_8_x1667869698.036099,2022-11-07 17:08:18.036099,loc_8,loc_8,x
1534,r_loc_8_loc_13_xl1667869699.036099,2022-11-07 17:08:19.036099,loc_8,loc_13,xl
1535,r_loc_14_loc_6_comfort1667869700.036099,2022-11-07 17:08:20.036099,loc_14,loc_6,comfort
1536,r_loc_0_loc_16_comfort1667869701.036099,2022-11-07 17:08:21.036099,loc_0,loc_16,comfort
1537,r_loc_6_loc_11_comfort1667869702.036099,2022-11-07 17:08:22.036099,loc_6,loc_11,comfort
1538,r_loc_4_loc_17_xl1667869703.036099,2022-11-07 17:08:23.036099,loc_4,loc_17,xl
1539,r_loc_8_loc_7_comfort1667869704.036099,2022-11-07 17:08:24.036099,loc_8,loc_7,comfort
1540,r_loc_12_loc_11_xl1667869705.036099,2022-11-07 17:08:25.036099,loc_12,loc_11,xl
1541,r_loc_1_loc_8_comfort1667869706.036099,2022-11-07 17:08:26.036099,loc_1,loc_8,comfort
1542,r_loc_8_loc_9_x1667869707.036099,2022-11-07 17:08:27.036099,loc_8,loc_9,x
1543,r_loc_17_loc_3_x1667869708.036099,2022-11-07 17:08:28.036099,loc_17,loc_3,x
1544,r_loc_5_loc_3_x1667869709.036099,2022-11-07 17:08:29.036099,loc_5,loc_3,x
1545,r_loc_16_loc_17_green1667869710.036099,2022-11-07 17:08:30.036099,loc_16,loc_17,green
1546,r_loc_16_loc_15_x1667869711.036099,2022-11-07 17:08:31.036099,loc_16,loc_15,x
1547,r_loc_16_loc_17_green1667869712.036099,2022-11-07 17:08:32.036099,loc_16,loc_17,green
1548,r_loc_12_loc_18_comfort1667869713.036099,2022-11-07 17:08:33.036099,loc_12,loc_18,comfort
1549,r_loc_2_loc_6_x1667869714.036099,2022-11-07 17:08:34.036099,loc_2,loc_6,x
1550,r_loc_13_loc_8_x1667869715.036099,2022-11-07 17:08:35.036099,loc_13,loc_8,x
1551,r_loc_13_loc_4_xl1667869716.036099,2022-11-07 17:08:36.036099,loc_13,loc_4,xl
1552,r_loc_14_loc_13_comfort1667869717.036099,2022-11-07 17:08:37.036099,loc_14,loc_13,comfort
1553,r_loc_6_loc_9_xl1667869718.036099,2022-11-07 17:08:38.036099,loc_6,loc_9,xl
1554,r_loc_11_loc_2_xl1667869719.036099,2022-11-07 17:08:39.036099,loc_11,loc_2,xl
1555,r_loc_17_loc_11_xl1667869720.036099,2022-11-07 17:08:40.036099,loc_17,loc_11,xl
1556,r_loc_13_loc_12_xl1667869721.036099,2022-11-07 17:08:41.036099,loc_13,loc_12,xl
1557,r_loc_0_loc_5_xl1667869722.036099,2022-11-07 17:08:42.036099,loc_0,loc_5,xl
1558,r_loc_14_loc_7_comfort1667869723.036099,2022-11-07 17:08:43.036099,loc_14,loc_7,comfort
1559,r_loc_10_loc_16_green1667869724.036099,2022-11-07 17:08:44.036099,loc_10,loc_16,green
1560,r_loc_8_loc_15_comfort1667869725.036099,2022-11-07 17:08:45.036099,loc_8,loc_15,comfort
1561,r_loc_1_loc_10_xl1667869726.036099,2022-11-07 17:08:46.036099,loc_1,loc_10,xl
1562,r_loc_18_loc_12_xl1667869727.036099,2022-11-07 17:08:47.036099,loc_18,loc_12,xl
1563,r_loc_17_loc_11_comfort1667869728.036099,2022-11-07 17:08:48.036099,loc_17,loc_11,comfort
1564,r_loc_4_loc_13_x1667869729.036099,2022-11-07 17:08:49.036099,loc_4,loc_13,x
1565,r_loc_19_loc_12_green1667869730.036099,2022-11-07 17:08:50.036099,loc_19,loc_12,green
1566,r_loc_12_loc_3_comfort1667869731.036099,2022-11-07 17:08:51.036099,loc_12,loc_3,comfort
1567,r_loc_16_loc_19_xl1667869732.036099,2022-11-07 17:08:52.036099,loc_16,loc_19,xl
1568,r_loc_14_loc_1_x1667869733.036099,2022-11-07 17:08:53.036099,loc_14,loc_1,x
1569,r_loc_18_loc_10_comfort1667869734.036099,2022-11-07 17:08:54.036099,loc_18,loc_10,comfort
1570,r_loc_8_loc_19_x1667869735.036099,2022-11-07 17:08:55.036099,loc_8,loc_19,x
1571,r_loc_5_loc_15_x1667869736.036099,2022-11-07 17:08:56.036099,loc_5,loc_15,x
1572,r_loc_8_loc_13_comfort1667869737.036099,2022-11-07 17:08:57.036099,loc_8,loc_13,comfort
1573,r_loc_4_loc_4_comfort1667869738.036099,2022-11-07 17:08:58.036099,loc_4,loc_4,comfort
1574,r_loc_2_loc_6_comfort1667869739.036099,2022-11-07 17:08:59.036099,loc_2,loc_6,comfort
1575,r_loc_9_loc_5_green1667869740.036099,2022-11-07 17:09:00.036099,loc_9,loc_5,green
1576,r_loc_2_loc_7_x1667869741.036099,2022-11-07 17:09:01.036099,loc_2,loc_7,x
1577,r_loc_14_loc_4_comfort1667869742.036099,2022-11-07 17:09:02.036099,loc_14,loc_4,comfort
1578,r_loc_1_loc_9_green1667869743.036099,2022-11-07 17:09:03.036099,loc_1,loc_9,green
1579,r_loc_4_loc_16_comfort1667869744.036099,2022-11-07 17:09:04.036099,loc_4,loc_16,comfort
1580,r_loc_19_loc_17_xl1667869745.036099,2022-11-07 17:09:05.036099,loc_19,loc_17,xl
1581,r_loc_12_loc_1_comfort1667869746.036099,2022-11-07 17:09:06.036099,loc_12,loc_1,comfort
1582,r_loc_7_loc_12_comfort1667869747.036099,2022-11-07 17:09:07.036099,loc_7,loc_12,comfort
1583,r_loc_4_loc_8_x1667869748.036099,2022-11-07 17:09:08.036099,loc_4,loc_8,x
1584,r_loc_7_loc_8_xl1667869749.036099,2022-11-07 17:09:09.036099,loc_7,loc_8,xl
1585,r_loc_5_loc_3_green1667869750.036099,2022-11-07 17:09:10.036099,loc_5,loc_3,green
1586,r_loc_10_loc_18_green1667869751.036099,2022-11-07 17:09:11.036099,loc_10,loc_18,green
1587,r_loc_1_loc_2_green1667869752.036099,2022-11-07 17:09:12.036099,loc_1,loc_2,green
1588,r_loc_16_loc_13_x1667869753.036099,2022-11-07 17:09:13.036099,loc_16,loc_13,x
1589,r_loc_1_loc_10_x1667869754.036099,2022-11-07 17:09:14.036099,loc_1,loc_10,x
1590,r_loc_0_loc_13_x1667869755.036099,2022-11-07 17:09:15.036099,loc_0,loc_13,x
1591,r_loc_16_loc_19_green1667869756.036099,2022-11-07 17:09:16.036099,loc_16,loc_19,green
1592,r_loc_7_loc_10_comfort1667869757.036099,2022-11-07 17:09:17.036099,loc_7,loc_10,comfort
1593,r_loc_10_loc_2_comfort1667869758.036099,2022-11-07 17:09:18.036099,loc_10,loc_2,comfort
1594,r_loc_10_loc_17_x1667869759.036099,2022-11-07 17:09:19.036099,loc_10,loc_17,x
1595,r_loc_5_loc_17_green1667869760.036099,2022-11-07 17:09:20.036099,loc_5,loc_17,green
1596,r_loc_3_loc_10_x1667869761.036099,2022-11-07 17:09:21.036099,loc_3,loc_10,x
1597,r_loc_1_loc_7_green1667869762.036099,2022-11-07 17:09:22.036099,loc_1,loc_7,green
1598,r_loc_8_loc_8_comfort1667869763.036099,2022-11-07 17:09:23.036099,loc_8,loc_8,comfort
1599,r_loc_11_loc_15_x1667869764.036099,2022-11-07 17:09:24.036099,loc_11,loc_15,x
1600,r_loc_9_loc_12_xl1667869765.036099,2022-11-07 17:09:25.036099,loc_9,loc_12,xl
1601,r_loc_3_loc_0_x1667869766.036099,2022-11-07 17:09:26.036099,loc_3,loc_0,x
1602,r_loc_9_loc_14_xl1667869767.036099,2022-11-07 17:09:27.036099,loc_9,loc_14,xl
1603,r_loc_9_loc_13_xl1667869768.036099,2022-11-07 17:09:28.036099,loc_9,loc_13,xl
1604,r_loc_14_loc_19_green1667869769.036099,2022-11-07 17:09:29.036099,loc_14,loc_19,green
1605,r_loc_10_loc_7_green1667869770.036099,2022-11-07 17:09:30.036099,loc_10,loc_7,green
1606,r_loc_16_loc_18_x1667869771.036099,2022-11-07 17:09:31.036099,loc_16,loc_18,x
1607,r_loc_4_loc_0_x1667869772.036099,2022-11-07 17:09:32.036099,loc_4,loc_0,x
1608,r_loc_2_loc_19_x1667869773.036099,2022-11-07 17:09:33.036099,loc_2,loc_19,x
1609,r_loc_3_loc_19_xl1667869774.036099,2022-11-07 17:09:34.036099,loc_3,loc_19,xl
1610,r_loc_10_loc_0_x1667869775.036099,2022-11-07 17:09:35.036099,loc_10,loc_0,x
1611,r_loc_19_loc_6_xl1667869776.036099,2022-11-07 17:09:36.036099,loc_19,loc_6,xl
1612,r_loc_18_loc_7_green1667869777.036099,2022-11-07 17:09:37.036099,loc_18,loc_7,green
1613,r_loc_10_loc_8_x1667869778.036099,2022-11-07 17:09:38.036099,loc_10,loc_8,x
1614,r_loc_9_loc_18_xl1667869779.036099,2022-11-07 17:09:39.036099,loc_9,loc_18,xl
1615,r_loc_0_loc_10_green1667869780.036099,2022-11-07 17:09:40.036099,loc_0,loc_10,green
1616,r_loc_7_loc_14_x1667869781.036099,2022-11-07 17:09:41.036099,loc_7,loc_14,x
1617,r_loc_5_loc_10_comfort1667869782.036099,2022-11-07 17:09:42.036099,loc_5,loc_10,comfort
1618,r_loc_12_loc_15_green1667869783.036099,2022-11-07 17:09:43.036099,loc_12,loc_15,green
1619,r_loc_11_loc_0_xl1667869784.036099,2022-11-07 17:09:44.036099,loc_11,loc_0,xl
1620,r_loc_0_loc_15_comfort1667869785.036099,2022-11-07 17:09:45.036099,loc_0,loc_15,comfort
1621,r_loc_13_loc_13_xl1667869786.036099,2022-11-07 17:09:46.036099,loc_13,loc_13,xl
1622,r_loc_6_loc_2_x1667869787.036099,2022-11-07 17:09:47.036099,loc_6,loc_2,x
1623,r_loc_3_loc_13_green1667869788.036099,2022-11-07 17:09:48.036099,loc_3,loc_13,green
1624,r_loc_7_loc_19_xl1667869789.036099,2022-11-07 17:09:49.036099,loc_7,loc_19,xl
1625,r_loc_16_loc_3_comfort1667869790.036099,2022-11-07 17:09:50.036099,loc_16,loc_3,comfort
1626,r_loc_8_loc_6_x1667869791.036099,2022-11-07 17:09:51.036099,loc_8,loc_6,x
1627,r_loc_18_loc_14_green1667869792.036099,2022-11-07 17:09:52.036099,loc_18,loc_14,green
1628,r_loc_19_loc_6_x1667869793.036099,2022-11-07 17:09:53.036099,loc_19,loc_6,x
1629,r_loc_3_loc_2_x1667869794.036099,2022-11-07 17:09:54.036099,loc_3,loc_2,x
1630,r_loc_1_loc_6_comfort1667869795.036099,2022-11-07 17:09:55.036099,loc_1,loc_6,comfort
1631,r_loc_15_loc_6_x1667869796.036099,2022-11-07 17:09:56.036099,loc_15,loc_6,x
1632,r_loc_10_loc_11_xl1667869797.036099,2022-11-07 17:09:57.036099,loc_10,loc_11,xl
1633,r_loc_15_loc_0_xl1667869798.036099,2022-11-07 17:09:58.036099,loc_15,loc_0,xl
1634,r_loc_12_loc_2_xl1667869799.036099,2022-11-07 17:09:59.036099,loc_12,loc_2,xl
1635,r_loc_5_loc_17_comfort1667869800.036099,2022-11-07 17:10:00.036099,loc_5,loc_17,comfort
1636,r_loc_10_loc_11_x1667869801.036099,2022-11-07 17:10:01.036099,loc_10,loc_11,x
1637,r_loc_3_loc_3_comfort1667869802.036099,2022-11-07 17:10:02.036099,loc_3,loc_3,comfort
