,id,starttime,endtime,location,car_type,car_id
1983,c_loc_2_x_1667870148.228817,2022-11-07 17:15:48.228817,2022-11-12 17:15:48.228817,loc_2,x,c_625
1984,c_loc_18_x_1667870149.228817,2022-11-07 17:15:49.228817,2022-11-12 17:15:49.228817,loc_18,x,c_214
1985,c_loc_4_x_1667870150.228817,2022-11-07 17:15:50.228817,2022-11-12 17:15:50.228817,loc_4,x,c_607
1986,c_loc_12_xl_1667870151.228817,2022-11-07 17:15:51.228817,2022-11-12 17:15:51.228817,loc_12,xl,c_927
1987,c_loc_8_green_1667870152.228817,2022-11-07 17:15:52.228817,2022-11-12 17:15:52.228817,loc_8,green,c_834
1988,c_loc_19_xl_1667870153.228817,2022-11-07 17:15:53.228817,2022-11-12 17:15:53.228817,loc_19,xl,c_340
1989,c_loc_0_x_1667870154.228817,2022-11-07 17:15:54.228817,2022-11-12 17:15:54.228817,loc_0,x,c_854
1990,c_loc_13_green_1667870155.228817,2022-11-07 17:15:55.228817,2022-11-12 17:15:55.228817,loc_13,green,c_873
1991,c_loc_15_xl_1667870156.228817,2022-11-07 17:15:56.228817,2022-11-12 17:15:56.228817,loc_15,xl,c_119
1992,c_loc_17_green_1667870157.228817,2022-11-07 17:15:57.228817,2022-11-12 17:15:57.228817,loc_17,green,c_753
1993,c_loc_2_green_1667870158.228817,2022-11-07 17:15:58.228817,2022-11-12 17:15:58.228817,loc_2,green,c_125
1994,c_loc_5_comfort_1667870159.228817,2022-11-07 17:15:59.228817,2022-11-12 17:15:59.228817,loc_5,comfort,c_118
1995,c_loc_6_xl_1667870160.228817,2022-11-07 17:16:00.228817,2022-11-12 17:16:00.228817,loc_6,xl,c_654
1996,c_loc_4_comfort_1667870161.228817,2022-11-07 17:16:01.228817,2022-11-12 17:16:01.228817,loc_4,comfort,c_260
1997,c_loc_2_comfort_1667870162.228817,2022-11-07 17:16:02.228817,2022-11-12 17:16:02.228817,loc_2,comfort,c_627
1998,c_loc_13_comfort_1667870163.228817,2022-11-07 17:16:03.228817,2022-11-12 17:16:03.228817,loc_13,comfort,c_677
1999,c_loc_5_xl_1667870164.228817,2022-11-07 17:16:04.228817,2022-11-12 17:16:04.228817,loc_5,xl,c_85
2000,c_loc_14_comfort_1667870165.228817,2022-11-07 17:16:05.228817,2022-11-12 17:16:05.228817,loc_14,comfort,c_160
2001,c_loc_7_comfort_1667870166.228817,2022-11-07 17:16:06.228817,2022-11-12 17:16:06.228817,loc_7,comfort,c_498
2002,c_loc_11_green_1667870167.228817,2022-11-07 17:16:07.228817,2022-11-12 17:16:07.228817,loc_11,green,c_284
2003,c_loc_3_xl_1667870168.228817,2022-11-07 17:16:08.228817,2022-11-12 17:16:08.228817,loc_3,xl,c_854
2004,c_loc_8_xl_1667870169.228817,2022-11-07 17:16:09.228817,2022-11-12 17:16:09.228817,loc_8,xl,c_619
2005,c_loc_18_x_1667870170.228817,2022-11-07 17:16:10.228817,2022-11-12 17:16:10.228817,loc_18,x,c_558
2006,c_loc_6_comfort_1667870171.228817,2022-11-07 17:16:11.228817,2022-11-12 17:16:11.228817,loc_6,comfort,c_612
2007,c_loc_14_x_1667870172.228817,2022-11-07 17:16:12.228817,2022-11-12 17:16:12.228817,loc_14,x,c_674
2008,c_loc_10_xl_1667870173.228817,2022-11-07 17:16:13.228817,2022-11-12 17:16:13.228817,loc_10,xl,c_82
2009,c_loc_6_comfort_1667870174.228817,2022-11-07 17:16:14.228817,2022-11-12 17:16:14.228817,loc_6,comfort,c_465
2010,c_loc_13_xl_1667870175.228817,2022-11-07 17:16:15.228817,2022-11-12 17:16:15.228817,loc_13,xl,c_564
2011,c_loc_15_x_1667870176.228817,2022-11-07 17:16:16.228817,2022-11-12 17:16:16.228817,loc_15,x,c_362
2012,c_loc_5_comfort_1667870177.228817,2022-11-07 17:16:17.228817,2022-11-12 17:16:17.228817,loc_5,comfort,c_405
2013,c_loc_13_x_1667870178.228817,2022-11-07 17:16:18.228817,2022-11-12 17:16:18.228817,loc_13,x,c_607
2014,c_loc_17_green_1667870179.228817,2022-11-07 17:16:19.228817,2022-11-12 17:16:19.228817,loc_17,green,c_4
2015,c_loc_5_x_1667870180.228817,2022-11-07 17:16:20.228817,2022-11-12 17:16:20.228817,loc_5,x,c_911
2016,c_loc_1_x_1667870181.228817,2022-11-07 17:16:21.228817,2022-11-12 17:16:21.228817,loc_1,x,c_34
2017,c_loc_7_green_1667870182.228817,2022-11-07 17:16:22.228817,2022-11-12 17:16:22.228817,loc_7,green,c_936
2018,c_loc_4_xl_1667870183.228817,2022-11-07 17:16:23.228817,2022-11-12 17:16:23.228817,loc_4,xl,c_431
2019,c_loc_5_green_1667870184.228817,2022-11-07 17:16:24.228817,2022-11-12 17:16:24.228817,loc_5,green,c_326
2020,c_loc_10_comfort_1667870185.228817,2022-11-07 17:16:25.228817,2022-11-12 17:16:25.228817,loc_10,comfort,c_391
2021,c_loc_4_x_1667870186.228817,2022-11-07 17:16:26.228817,2022-11-12 17:16:26.228817,loc_4,x,c_280
2022,c_loc_13_x_1667870187.228817,2022-11-07 17:16:27.228817,2022-11-12 17:16:27.228817,loc_13,x,c_941
2023,c_loc_1_green_1667870188.228817,2022-11-07 17:16:28.228817,2022-11-12 17:16:28.228817,loc_1,green,c_929
2024,c_loc_8_x_1667870189.228817,2022-11-07 17:16:29.228817,2022-11-12 17:16:29.228817,loc_8,x,c_301
2025,c_loc_4_green_1667870190.228817,2022-11-07 17:16:30.228817,2022-11-12 17:16:30.228817,loc_4,green,c_558
2026,c_loc_16_green_1667870191.228817,2022-11-07 17:16:31.228817,2022-11-12 17:16:31.228817,loc_16,green,c_300
2027,c_loc_3_green_1667870192.228817,2022-11-07 17:16:32.228817,2022-11-12 17:16:32.228817,loc_3,green,c_574
2028,c_loc_10_xl_1667870193.228817,2022-11-07 17:16:33.228817,2022-11-12 17:16:33.228817,loc_10,xl,c_280
2029,c_loc_13_xl_1667870194.228817,2022-11-07 17:16:34.228817,2022-11-12 17:16:34.228817,loc_13,xl,c_418
2030,c_loc_7_x_1667870195.228817,2022-11-07 17:16:35.228817,2022-11-12 17:16:35.228817,loc_7,x,c_70
2031,c_loc_12_x_1667870196.228817,2022-11-07 17:16:36.228817,2022-11-12 17:16:36.228817,loc_12,x,c_444
2032,c_loc_7_green_1667870197.228817,2022-11-07 17:16:37.228817,2022-11-12 17:16:37.228817,loc_7,green,c_499
2033,c_loc_3_x_1667870198.228817,2022-11-07 17:16:38.228817,2022-11-12 17:16:38.228817,loc_3,x,c_972
2034,c_loc_8_comfort_1667870199.228817,2022-11-07 17:16:39.228817,2022-11-12 17:16:39.228817,loc_8,comfort,c_33
2035,c_loc_7_xl_1667870200.228817,2022-11-07 17:16:40.228817,2022-11-12 17:16:40.228817,loc_7,xl,c_626
2036,c_loc_11_comfort_1667870201.228817,2022-11-07 17:16:41.228817,2022-11-12 17:16:41.228817,loc_11,comfort,c_208
2037,c_loc_3_green_1667870202.228817,2022-11-07 17:16:42.228817,2022-11-12 17:16:42.228817,loc_3,green,c_335
2038,c_loc_13_x_1667870203.228817,2022-11-07 17:16:43.228817,2022-11-12 17:16:43.228817,loc_13,x,c_971
2039,c_loc_7_comfort_1667870204.228817,2022-11-07 17:16:44.228817,2022-11-12 17:16:44.228817,loc_7,comfort,c_281
2040,c_loc_2_green_1667870205.228817,2022-11-07 17:16:45.228817,2022-11-12 17:16:45.228817,loc_2,green,c_187
2041,c_loc_15_comfort_1667870206.228817,2022-11-07 17:16:46.228817,2022-11-12 17:16:46.228817,loc_15,comfort,c_312
2042,c_loc_6_comfort_1667870207.228817,2022-11-07 17:16:47.228817,2022-11-12 17:16:47.228817,loc_6,comfort,c_573
2043,c_loc_17_comfort_1667870208.228817,2022-11-07 17:16:48.228817,2022-11-12 17:16:48.228817,loc_17,comfort,c_144
2044,c_loc_1_xl_1667870209.228817,2022-11-07 17:16:49.228817,2022-11-12 17:16:49.228817,loc_1,xl,c_144
2045,c_loc_0_comfort_1667870210.228817,2022-11-07 17:16:50.228817,2022-11-12 17:16:50.228817,loc_0,comfort,c_624
2046,c_loc_12_green_1667870211.228817,2022-11-07 17:16:51.228817,2022-11-12 17:16:51.228817,loc_12,green,c_298
2047,c_loc_6_green_1667870212.228817,2022-11-07 17:16:52.228817,2022-11-12 17:16:52.228817,loc_6,green,c_215
2048,c_loc_9_x_1667870213.228817,2022-11-07 17:16:53.228817,2022-11-12 17:16:53.228817,loc_9,x,c_752
2049,c_loc_13_green_1667870214.228817,2022-11-07 17:16:54.228817,2022-11-12 17:16:54.228817,loc_13,green,c_447
2050,c_loc_1_xl_1667870215.228817,2022-11-07 17:16:55.228817,2022-11-12 17:16:55.228817,loc_1,xl,c_282
2051,c_loc_15_x_1667870216.228817,2022-11-07 17:16:56.228817,2022-11-12 17:16:56.228817,loc_15,x,c_646
2052,c_loc_9_comfort_1667870217.228817,2022-11-07 17:16:57.228817,2022-11-12 17:16:57.228817,loc_9,comfort,c_927
2053,c_loc_19_green_1667870218.228817,2022-11-07 17:16:58.228817,2022-11-12 17:16:58.228817,loc_19,green,c_846
2054,c_loc_14_green_1667870219.228817,2022-11-07 17:16:59.228817,2022-11-12 17:16:59.228817,loc_14,green,c_980
2055,c_loc_17_xl_1667870220.228817,2022-11-07 17:17:00.228817,2022-11-12 17:17:00.228817,loc_17,xl,c_783
2056,c_loc_7_green_1667870221.241832,2022-11-07 17:17:01.241832,2022-11-12 17:17:01.241832,loc_7,green,c_778
2057,c_loc_14_xl_1667870222.241832,2022-11-07 17:17:02.241832,2022-11-12 17:17:02.241832,loc_14,xl,c_611
2058,c_loc_7_x_1667870223.241832,2022-11-07 17:17:03.241832,2022-11-12 17:17:03.241832,loc_7,x,c_626
2059,c_loc_5_xl_1667870224.241832,2022-11-07 17:17:04.241832,2022-11-12 17:17:04.241832,loc_5,xl,c_425
2060,c_loc_4_green_1667870225.241832,2022-11-07 17:17:05.241832,2022-11-12 17:17:05.241832,loc_4,green,c_899
2061,c_loc_18_x_1667870226.241832,2022-11-07 17:17:06.241832,2022-11-12 17:17:06.241832,loc_18,x,c_556
2062,c_loc_17_green_1667870227.241832,2022-11-07 17:17:07.241832,2022-11-12 17:17:07.241832,loc_17,green,c_960
2063,c_loc_7_comfort_1667870228.241832,2022-11-07 17:17:08.241832,2022-11-12 17:17:08.241832,loc_7,comfort,c_980
2064,c_loc_18_green_1667870229.241832,2022-11-07 17:17:09.241832,2022-11-12 17:17:09.241832,loc_18,green,c_777
2065,c_loc_2_xl_1667870230.241832,2022-11-07 17:17:10.241832,2022-11-12 17:17:10.241832,loc_2,xl,c_498
2066,c_loc_0_xl_1667870231.241832,2022-11-07 17:17:11.241832,2022-11-12 17:17:11.241832,loc_0,xl,c_707
2067,c_loc_4_comfort_1667870232.241832,2022-11-07 17:17:12.241832,2022-11-12 17:17:12.241832,loc_4,comfort,c_469
2068,c_loc_18_x_1667870233.241832,2022-11-07 17:17:13.241832,2022-11-12 17:17:13.241832,loc_18,x,c_985
2069,c_loc_0_x_1667870234.241832,2022-11-07 17:17:14.241832,2022-11-12 17:17:14.241832,loc_0,x,c_353
2070,c_loc_19_comfort_1667870235.241832,2022-11-07 17:17:15.241832,2022-11-12 17:17:15.241832,loc_19,comfort,c_856
2071,c_loc_7_green_1667870236.241832,2022-11-07 17:17:16.241832,2022-11-12 17:17:16.241832,loc_7,green,c_874
2072,c_loc_14_comfort_1667870237.241832,2022-11-07 17:17:17.241832,2022-11-12 17:17:17.241832,loc_14,comfort,c_502
2073,c_loc_2_green_1667870238.241832,2022-11-07 17:17:18.241832,2022-11-12 17:17:18.241832,loc_2,green,c_444
2074,c_loc_16_green_1667870239.241832,2022-11-07 17:17:19.241832,2022-11-12 17:17:19.241832,loc_16,green,c_344
2075,c_loc_14_green_1667870240.241832,2022-11-07 17:17:20.241832,2022-11-12 17:17:20.241832,loc_14,green,c_834
2076,c_loc_14_comfort_1667870241.241832,2022-11-07 17:17:21.241832,2022-11-12 17:17:21.241832,loc_14,comfort,c_237
2077,c_loc_9_x_1667870242.241832,2022-11-07 17:17:22.241832,2022-11-12 17:17:22.241832,loc_9,x,c_989
2078,c_loc_6_comfort_1667870243.241832,2022-11-07 17:17:23.241832,2022-11-12 17:17:23.241832,loc_6,comfort,c_602
2079,c_loc_6_green_1667870244.241832,2022-11-07 17:17:24.241832,2022-11-12 17:17:24.241832,loc_6,green,c_617
2080,c_loc_19_comfort_1667870245.241832,2022-11-07 17:17:25.241832,2022-11-12 17:17:25.241832,loc_19,comfort,c_797
2081,c_loc_10_x_1667870246.241832,2022-11-07 17:17:26.241832,2022-11-12 17:17:26.241832,loc_10,x,c_362
2082,c_loc_7_x_1667870247.241832,2022-11-07 17:17:27.241832,2022-11-12 17:17:27.241832,loc_7,x,c_371
2083,c_loc_17_green_1667870248.241832,2022-11-07 17:17:28.241832,2022-11-12 17:17:28.241832,loc_17,green,c_791
2084,c_loc_19_x_1667870249.241832,2022-11-07 17:17:29.241832,2022-11-12 17:17:29.241832,loc_19,x,c_182
2085,c_loc_4_xl_1667870250.241832,2022-11-07 17:17:30.241832,2022-11-12 17:17:30.241832,loc_4,xl,c_358
2086,c_loc_19_xl_1667870251.241832,2022-11-07 17:17:31.241832,2022-11-12 17:17:31.241832,loc_19,xl,c_952
2087,c_loc_4_comfort_1667870252.241832,2022-11-07 17:17:32.241832,2022-11-12 17:17:32.241832,loc_4,comfort,c_537
2088,c_loc_0_green_1667870253.241832,2022-11-07 17:17:33.241832,2022-11-12 17:17:33.241832,loc_0,green,c_890
2089,c_loc_7_xl_1667870254.241832,2022-11-07 17:17:34.241832,2022-11-12 17:17:34.241832,loc_7,xl,c_121
2090,c_loc_19_green_1667870255.241832,2022-11-07 17:17:35.241832,2022-11-12 17:17:35.241832,loc_19,green,c_851
2091,c_loc_6_green_1667870256.241832,2022-11-07 17:17:36.241832,2022-11-12 17:17:36.241832,loc_6,green,c_304
2092,c_loc_16_comfort_1667870257.241832,2022-11-07 17:17:37.241832,2022-11-12 17:17:37.241832,loc_16,comfort,c_596
2093,c_loc_19_comfort_1667870258.241832,2022-11-07 17:17:38.241832,2022-11-12 17:17:38.241832,loc_19,comfort,c_279
2094,c_loc_9_green_1667870259.241832,2022-11-07 17:17:39.241832,2022-11-12 17:17:39.241832,loc_9,green,c_624
2095,c_loc_16_xl_1667870260.241832,2022-11-07 17:17:40.241832,2022-11-12 17:17:40.241832,loc_16,xl,c_883
2096,c_loc_6_x_1667870261.241832,2022-11-07 17:17:41.241832,2022-11-12 17:17:41.241832,loc_6,x,c_908
2097,c_loc_10_xl_1667870262.241832,2022-11-07 17:17:42.241832,2022-11-12 17:17:42.241832,loc_10,xl,c_33
2098,c_loc_3_green_1667870263.241832,2022-11-07 17:17:43.241832,2022-11-12 17:17:43.241832,loc_3,green,c_959
2099,c_loc_3_green_1667870264.241832,2022-11-07 17:17:44.241832,2022-11-12 17:17:44.241832,loc_3,green,c_267
2100,c_loc_9_x_1667870265.241832,2022-11-07 17:17:45.241832,2022-11-12 17:17:45.241832,loc_9,x,c_559
2101,c_loc_11_xl_1667870266.241832,2022-11-07 17:17:46.241832,2022-11-12 17:17:46.241832,loc_11,xl,c_671
2102,c_loc_15_green_1667870267.241832,2022-11-07 17:17:47.241832,2022-11-12 17:17:47.241832,loc_15,green,c_944
2103,c_loc_4_xl_1667870268.241832,2022-11-07 17:17:48.241832,2022-11-12 17:17:48.241832,loc_4,xl,c_43
2104,c_loc_15_x_1667870269.241832,2022-11-07 17:17:49.241832,2022-11-12 17:17:49.241832,loc_15,x,c_95
2105,c_loc_4_comfort_1667870270.241832,2022-11-07 17:17:50.241832,2022-11-12 17:17:50.241832,loc_4,comfort,c_134
2106,c_loc_1_comfort_1667870271.241832,2022-11-07 17:17:51.241832,2022-11-12 17:17:51.241832,loc_1,comfort,c_897
2107,c_loc_9_xl_1667870272.241832,2022-11-07 17:17:52.241832,2022-11-12 17:17:52.241832,loc_9,xl,c_690
2108,c_loc_6_xl_1667870273.241832,2022-11-07 17:17:53.241832,2022-11-12 17:17:53.241832,loc_6,xl,c_478
2109,c_loc_14_comfort_1667870274.241832,2022-11-07 17:17:54.241832,2022-11-12 17:17:54.241832,loc_14,comfort,c_170
2110,c_loc_0_green_1667870275.241832,2022-11-07 17:17:55.241832,2022-11-12 17:17:55.241832,loc_0,green,c_212
2111,c_loc_1_comfort_1667870276.241832,2022-11-07 17:17:56.241832,2022-11-12 17:17:56.241832,loc_1,comfort,c_434
2112,c_loc_1_green_1667870277.241832,2022-11-07 17:17:57.241832,2022-11-12 17:17:57.241832,loc_1,green,c_56
2113,c_loc_18_x_1667870278.241832,2022-11-07 17:17:58.241832,2022-11-12 17:17:58.241832,loc_18,x,c_822
2114,c_loc_11_comfort_1667870279.241832,2022-11-07 17:17:59.241832,2022-11-12 17:17:59.241832,loc_11,comfort,c_379
2115,c_loc_17_green_1667870280.241832,2022-11-07 17:18:00.241832,2022-11-12 17:18:00.241832,loc_17,green,c_709
2116,c_loc_10_x_1667870281.241832,2022-11-07 17:18:01.241832,2022-11-12 17:18:01.241832,loc_10,x,c_528
2117,c_loc_9_xl_1667870282.241832,2022-11-07 17:18:02.241832,2022-11-12 17:18:02.241832,loc_9,xl,c_676
2118,c_loc_12_comfort_1667870283.241832,2022-11-07 17:18:03.241832,2022-11-12 17:18:03.241832,loc_12,comfort,c_53
2119,c_loc_14_comfort_1667870284.241832,2022-11-07 17:18:04.241832,2022-11-12 17:18:04.241832,loc_14,comfort,c_563
2120,c_loc_9_x_1667870285.241832,2022-11-07 17:18:05.241832,2022-11-12 17:18:05.241832,loc_9,x,c_569
2121,c_loc_7_x_1667870286.241832,2022-11-07 17:18:06.241832,2022-11-12 17:18:06.241832,loc_7,x,c_7
2122,c_loc_1_green_1667870287.241832,2022-11-07 17:18:07.241832,2022-11-12 17:18:07.241832,loc_1,green,c_588
2123,c_loc_6_xl_1667870288.241832,2022-11-07 17:18:08.241832,2022-11-12 17:18:08.241832,loc_6,xl,c_107
2124,c_loc_3_x_1667870289.241832,2022-11-07 17:18:09.241832,2022-11-12 17:18:09.241832,loc_3,x,c_862
2125,c_loc_15_comfort_1667870290.241832,2022-11-07 17:18:10.241832,2022-11-12 17:18:10.241832,loc_15,comfort,c_251
2126,c_loc_0_x_1667870291.241832,2022-11-07 17:18:11.241832,2022-11-12 17:18:11.241832,loc_0,x,c_665
2127,c_loc_3_xl_1667870292.241832,2022-11-07 17:18:12.241832,2022-11-12 17:18:12.241832,loc_3,xl,c_254
2128,c_loc_0_comfort_1667870293.241832,2022-11-07 17:18:13.241832,2022-11-12 17:18:13.241832,loc_0,comfort,c_932
2129,c_loc_15_green_1667870294.241832,2022-11-07 17:18:14.241832,2022-11-12 17:18:14.241832,loc_15,green,c_34
2130,c_loc_3_x_1667870295.241832,2022-11-07 17:18:15.241832,2022-11-12 17:18:15.241832,loc_3,x,c_510
2131,c_loc_14_comfort_1667870296.241832,2022-11-07 17:18:16.241832,2022-11-12 17:18:16.241832,loc_14,comfort,c_397
2132,c_loc_13_x_1667870297.241832,2022-11-07 17:18:17.241832,2022-11-12 17:18:17.241832,loc_13,x,c_202
2133,c_loc_1_x_1667870298.241832,2022-11-07 17:18:18.241832,2022-11-12 17:18:18.241832,loc_1,x,c_551
2134,c_loc_13_x_1667870299.241832,2022-11-07 17:18:19.241832,2022-11-12 17:18:19.241832,loc_13,x,c_52
2135,c_loc_8_xl_1667870300.241832,2022-11-07 17:18:20.241832,2022-11-12 17:18:20.241832,loc_8,xl,c_276
2136,c_loc_8_comfort_1667870301.241832,2022-11-07 17:18:21.241832,2022-11-12 17:18:21.241832,loc_8,comfort,c_241
2137,c_loc_10_comfort_1667870302.241832,2022-11-07 17:18:22.241832,2022-11-12 17:18:22.241832,loc_10,comfort,c_509
2138,c_loc_8_comfort_1667870303.241832,2022-11-07 17:18:23.241832,2022-11-12 17:18:23.241832,loc_8,comfort,c_215
2139,c_loc_9_green_1667870304.241832,2022-11-07 17:18:24.241832,2022-11-12 17:18:24.241832,loc_9,green,c_152
2140,c_loc_8_xl_1667870305.241832,2022-11-07 17:18:25.241832,2022-11-12 17:18:25.241832,loc_8,xl,c_869
2141,c_loc_18_x_1667870306.241832,2022-11-07 17:18:26.241832,2022-11-12 17:18:26.241832,loc_18,x,c_814
2142,c_loc_16_green_1667870307.241832,2022-11-07 17:18:27.241832,2022-11-12 17:18:27.241832,loc_16,green,c_879
2143,c_loc_14_comfort_1667870308.241832,2022-11-07 17:18:28.241832,2022-11-12 17:18:28.241832,loc_14,comfort,c_393
2144,c_loc_3_xl_1667870309.241832,2022-11-07 17:18:29.241832,2022-11-12 17:18:29.241832,loc_3,xl,c_52
2145,c_loc_7_x_1667870310.241832,2022-11-07 17:18:30.241832,2022-11-12 17:18:30.241832,loc_7,x,c_21
2146,c_loc_19_comfort_1667870311.241832,2022-11-07 17:18:31.241832,2022-11-12 17:18:31.241832,loc_19,comfort,c_608
2147,c_loc_2_xl_1667870312.241832,2022-11-07 17:18:32.241832,2022-11-12 17:18:32.241832,loc_2,xl,c_810
2148,c_loc_10_xl_1667870313.241832,2022-11-07 17:18:33.241832,2022-11-12 17:18:33.241832,loc_10,xl,c_420
2149,c_loc_15_green_1667870314.241832,2022-11-07 17:18:34.241832,2022-11-12 17:18:34.241832,loc_15,green,c_866
2150,c_loc_17_comfort_1667870315.241832,2022-11-07 17:18:35.241832,2022-11-12 17:18:35.241832,loc_17,comfort,c_391
2151,c_loc_16_x_1667870316.241832,2022-11-07 17:18:36.241832,2022-11-12 17:18:36.241832,loc_16,x,c_439
2152,c_loc_14_x_1667870317.241832,2022-11-07 17:18:37.241832,2022-11-12 17:18:37.241832,loc_14,x,c_138
2153,c_loc_13_x_1667870318.241832,2022-11-07 17:18:38.241832,2022-11-12 17:18:38.241832,loc_13,x,c_309
2154,c_loc_17_xl_1667870319.241832,2022-11-07 17:18:39.241832,2022-11-12 17:18:39.241832,loc_17,xl,c_904
2155,c_loc_6_x_1667870320.241832,2022-11-07 17:18:40.241832,2022-11-12 17:18:40.241832,loc_6,x,c_231
2156,c_loc_9_comfort_1667870321.241832,2022-11-07 17:18:41.241832,2022-11-12 17:18:41.241832,loc_9,comfort,c_974
2157,c_loc_0_comfort_1667870322.241832,2022-11-07 17:18:42.241832,2022-11-12 17:18:42.241832,loc_0,comfort,c_948
2158,c_loc_10_xl_1667870323.241832,2022-11-07 17:18:43.241832,2022-11-12 17:18:43.241832,loc_10,xl,c_440
2159,c_loc_4_green_1667870324.241832,2022-11-07 17:18:44.241832,2022-11-12 17:18:44.241832,loc_4,green,c_978
2160,c_loc_7_green_1667870325.241832,2022-11-07 17:18:45.241832,2022-11-12 17:18:45.241832,loc_7,green,c_177
2161,c_loc_2_green_1667870326.241832,2022-11-07 17:18:46.241832,2022-11-12 17:18:46.241832,loc_2,green,c_35
2162,c_loc_13_green_1667870327.241832,2022-11-07 17:18:47.241832,2022-11-12 17:18:47.241832,loc_13,green,c_955
2163,c_loc_9_xl_1667870328.241832,2022-11-07 17:18:48.241832,2022-11-12 17:18:48.241832,loc_9,xl,c_750
2164,c_loc_5_green_1667870329.241832,2022-11-07 17:18:49.241832,2022-11-12 17:18:49.241832,loc_5,green,c_987
2165,c_loc_7_comfort_1667870330.241832,2022-11-07 17:18:50.241832,2022-11-12 17:18:50.241832,loc_7,comfort,c_627
2166,c_loc_2_green_1667870331.241832,2022-11-07 17:18:51.241832,2022-11-12 17:18:51.241832,loc_2,green,c_404
2167,c_loc_13_xl_1667870332.241832,2022-11-07 17:18:52.241832,2022-11-12 17:18:52.241832,loc_13,xl,c_765
2168,c_loc_9_green_1667870333.241832,2022-11-07 17:18:53.241832,2022-11-12 17:18:53.241832,loc_9,green,c_834
2169,c_loc_8_green_1667870334.241832,2022-11-07 17:18:54.241832,2022-11-12 17:18:54.241832,loc_8,green,c_894
2170,c_loc_18_xl_1667870335.241832,2022-11-07 17:18:55.241832,2022-11-12 17:18:55.241832,loc_18,xl,c_132
2171,c_loc_6_green_1667870336.241832,2022-11-07 17:18:56.241832,2022-11-12 17:18:56.241832,loc_6,green,c_537
2172,c_loc_5_green_1667870337.241832,2022-11-07 17:18:57.241832,2022-11-12 17:18:57.241832,loc_5,green,c_664
2173,c_loc_13_x_1667870338.241832,2022-11-07 17:18:58.241832,2022-11-12 17:18:58.241832,loc_13,x,c_857
2174,c_loc_7_green_1667870339.241832,2022-11-07 17:18:59.241832,2022-11-12 17:18:59.241832,loc_7,green,c_824
2175,c_loc_9_x_1667870340.241832,2022-11-07 17:19:00.241832,2022-11-12 17:19:00.241832,loc_9,x,c_368
2176,c_loc_0_comfort_1667870341.241832,2022-11-07 17:19:01.241832,2022-11-12 17:19:01.241832,loc_0,comfort,c_79
2177,c_loc_8_comfort_1667870342.241832,2022-11-07 17:19:02.241832,2022-11-12 17:19:02.241832,loc_8,comfort,c_728
2178,c_loc_14_comfort_1667870343.241832,2022-11-07 17:19:03.241832,2022-11-12 17:19:03.241832,loc_14,comfort,c_903
2179,c_loc_16_x_1667870344.241832,2022-11-07 17:19:04.241832,2022-11-12 17:19:04.241832,loc_16,x,c_448
2180,c_loc_2_comfort_1667870345.241832,2022-11-07 17:19:05.241832,2022-11-12 17:19:05.241832,loc_2,comfort,c_885
2181,c_loc_19_xl_1667870346.241832,2022-11-07 17:19:06.241832,2022-11-12 17:19:06.241832,loc_19,xl,c_682
2182,c_loc_11_comfort_1667870347.241832,2022-11-07 17:19:07.241832,2022-11-12 17:19:07.241832,loc_11,comfort,c_27
2183,c_loc_11_green_1667870348.241832,2022-11-07 17:19:08.241832,2022-11-12 17:19:08.241832,loc_11,green,c_98
2184,c_loc_15_comfort_1667870349.241832,2022-11-07 17:19:09.241832,2022-11-12 17:19:09.241832,loc_15,comfort,c_850
2185,c_loc_16_comfort_1667870350.241832,2022-11-07 17:19:10.241832,2022-11-12 17:19:10.241832,loc_16,comfort,c_673
2186,c_loc_4_green_1667870351.241832,2022-11-07 17:19:11.241832,2022-11-12 17:19:11.241832,loc_4,green,c_776
2187,c_loc_18_comfort_1667870352.241832,2022-11-07 17:19:12.241832,2022-11-12 17:19:12.241832,loc_18,comfort,c_760
2188,c_loc_11_x_1667870353.241832,2022-11-07 17:19:13.241832,2022-11-12 17:19:13.241832,loc_11,x,c_196
2189,c_loc_7_green_1667870354.241832,2022-11-07 17:19:14.241832,2022-11-12 17:19:14.241832,loc_7,green,c_686
2190,c_loc_2_green_1667870355.241832,2022-11-07 17:19:15.241832,2022-11-12 17:19:15.241832,loc_2,green,c_995
2191,c_loc_7_xl_1667870356.241832,2022-11-07 17:19:16.241832,2022-11-12 17:19:16.241832,loc_7,xl,c_81
2192,c_loc_13_comfort_1667870357.241832,2022-11-07 17:19:17.241832,2022-11-12 17:19:17.241832,loc_13,comfort,c_492
2193,c_loc_9_x_1667870358.241832,2022-11-07 17:19:18.241832,2022-11-12 17:19:18.241832,loc_9,x,c_470
2194,c_loc_3_comfort_1667870359.241832,2022-11-07 17:19:19.241832,2022-11-12 17:19:19.241832,loc_3,comfort,c_77
2195,c_loc_1_x_1667870360.241832,2022-11-07 17:19:20.241832,2022-11-12 17:19:20.241832,loc_1,x,c_898
2196,c_loc_13_green_1667870361.241832,2022-11-07 17:19:21.241832,2022-11-12 17:19:21.241832,loc_13,green,c_741
2197,c_loc_17_x_1667870362.241832,2022-11-07 17:19:22.241832,2022-11-12 17:19:22.241832,loc_17,x,c_354
2198,c_loc_11_comfort_1667870363.241832,2022-11-07 17:19:23.241832,2022-11-12 17:19:23.241832,loc_11,comfort,c_183
